id,price
89224365f8,423643.302743406
363731333f,225349.21457374893
6e6283378a,577607.8912138395
4c29a27f44,914703.0520727565
7b16cf224b,552710.5465666383
c0c699ebcc,322134.0770775177
d36b41a815,227264.59692481213
9be92984b9,426241.11765333504
f774771058,290804.9856756711
0c4add382a,1223202.2775914962
8d6b937f00,384193.0230642105
eb15c43587,733457.2752929894
b3bffc4413,770605.7287469201
edf9c48708,413144.769688094
50a0189faf,275816.0415671522
de4b79dead,400486.82052775985
152f94bd3b,813162.3776833379
b7736872b6,951478.7220616861
db0b5c7a47,652977.4092148042
a8dd281b11,228372.05189479745
281151242b,603860.1632004506
2db79d7c7c,367768.8811912073
fe82d83b82,969214.7623826719
d7db923b3c,251855.71524205897
bc9bd0ab2b,367533.1026052207
7ca2b5fb45,445302.0944987271
191c9ed2b9,407699.8237178393
38de2dc1a8,287544.0669483964
55f24b8f6c,1224481.108613288
38e7d3b079,267691.52432388905
53bd232479,1154109.797974695
b579f925a4,522311.61066400487
92cc3536ed,1195452.715901535
396f8c27da,734902.0643456451
b6c02471bc,326871.9923999685
31131a56a0,347945.06073016534
ac739b93d5,363892.53960277175
1c84ae825b,423159.6767941339
236c77bef3,1132982.3013580807
b94781bf65,267703.74808540865
ee0f074d18,357512.86508236994
491209a97a,1039723.7221242153
6838647e07,303731.3468514868
a8ce91143d,377833.6474623294
97b93cb9da,418609.45110820886
27d4c81c61,660216.0134166781
a6afcab962,224987.7652859772
9155022909,504372.96304178744
d18c0d9701,200346.68154687423
ea4fcf21b2,296040.67876090837
f84a19b7f0,631545.6168957339
557181a32f,887649.1228081796
04a7335370,259501.90331347962
a8f690dd33,328116.7238672803
3c87bab291,433845.6638752013
4db9e2e999,451629.34536961466
14dd393119,341667.8896961546
f397d1c3b5,197152.5808963393
416abf241b,346826.1801004482
cd7b9e6892,205790.5377448128
1bbdeca9cc,346062.28863064654
28d30af69a,446875.19158714806
7081ae7078,389209.3549483159
dee4cf0f73,1169138.573035519
15eef1b505,607277.6289349833
acb50155fd,242013.29923261784
2989f6a68f,667520.7328988633
8c918e75e8,1171535.4871775801
0eb180afce,676145.0316708005
dc7117940f,205049.1361828055
5910aa1a2d,969879.547384716
f86d1b5388,1206061.4315784604
4c85b0d740,308882.47729125695
ff0092b0c1,339588.85923993815
10d4de0e3e,340361.73547273385
e41469f158,492224.35449600464
d462677f58,415507.9508248129
205cf47efe,1036597.077611189
949ad84b01,333212.7960261884
17cad21fb5,694858.4328779592
0ae1dec453,209653.25395733025
137d164658,837263.7375593196
5c6da2065f,901684.7165392586
bd033b0ec3,349389.114691656
3436eeafc5,412472.7728692876
93c1417483,911612.9769277573
dfb1e61375,309730.8464065112
a62f4d13fc,703287.6431105159
e3d7f24801,634360.6407810547
ae76df42b2,646891.5379721622
b9c8a85608,434146.0307113518
75f38e54ec,403392.37694662076
563b7c6a40,619386.2641348325
cb571ac25e,381197.3335291487
2a666915d8,643659.9463797612
4fb8049c7d,331069.04747350875
c544a227e0,198878.36011823945
a46066f9f8,504078.2861439439
bfe043389e,372830.75992014457
3bd565b61e,477957.379955008
c5e1be1f7d,317452.18747985014
faa8c88b65,276909.4407020391
a3ac65d1ca,732369.0150928105
ce705fc4c7,608510.0162155301
1ac15cc6fa,762617.4888142719
b54552d300,430199.3189482662
e00f04559d,201555.1716319635
773eb2f828,382183.9815079001
cb901c7b32,362238.91487354675
d5313e55e2,1207943.6398173138
291b9ec5e3,283196.848745336
8455444608,401773.9833652239
926ade7128,426098.793569661
8e46a4196e,352954.09282065893
0eb1822417,431782.0290072648
60e46bc58b,566188.0135551863
1bdeeb0ec4,544251.0237411733
4e8d7af890,731604.7935118737
cbbb0ff025,226269.34883949382
860eb7f67d,1239926.5645163576
f8dfd04d88,597341.1933398043
1bde382dd1,201924.6597401251
b96c08d8b1,637346.8731325108
ecf051494f,326788.17078003945
d0df26e835,267596.97903449263
a0ba6b45ee,875352.0400262013
d702ec434a,563612.5256073639
bdb463aa31,449764.1814287682
c25ceedd19,923217.4449755419
6e238ffdba,253163.02019590637
451c6b060b,423159.6767941339
3ba0746828,1257901.4396920658
2e38c4dab7,666226.1475580754
623871f040,562594.0595893207
0a2024537c,880118.1645332207
e45da38646,571648.7919064465
ce510197cc,1228128.8678420659
f08586e82b,208595.52934004168
77bcc040f0,197808.29660980785
e93a57cecd,439967.92891812435
2425392c5c,363594.3479153992
bac1f45cbb,846109.7256025216
784295b487,334158.5209909064
a8772ea1a1,923834.9414343868
78a67ef917,1075336.3054533342
e34e635c7f,881244.3022261001
5f0b4a4b5e,197608.14006375396
53d5ff6a62,676503.6711846289
3392cf25c6,228372.05189479745
84e064e108,209710.97679811573
4039d69c01,325218.5084636967
44acada236,1090902.6734141703
723ad7e454,940350.8975737434
82beef8681,961367.9467003777
47fd40b919,218733.39029811052
c0ac922dfc,821381.1032404316
12260320d3,967633.6738423725
ec45577ef5,225044.0398558134
8cef4ea5bc,328497.7076633798
a5880df625,303494.7933441509
6044ce502b,596208.3206335767
51e953c72f,248210.77264901286
193272c882,206393.7970399411
0f91c2363a,1205267.0408518836
18a203f9be,446104.91319666343
7ddaede67f,291232.66743744165
ec4bebccfe,280230.9273724923
a54cfba9c3,349150.4573370088
91bdda9c69,359796.66218413017
230057b815,400998.5334136026
19410b99bc,254211.0740079123
fd6be43598,879673.467965184
9e01a0f264,960074.679863854
159b4e3bd2,428116.2411833377
9fc8625a93,433954.74488105136
9e7b5c272d,523527.9123894531
d8c780c37d,788098.4407763156
8ba291bc1b,632334.458413847
6e2c8a853b,1157692.0970421643
cdaea5e849,500879.65233400255
63fe80f44d,732898.8747120955
9b66a5ac18,254790.36909971255
3c8ff6a4dd,204525.84545051164
5e4c8a7a22,554891.986453162
27cac6af34,499380.5253665446
b5a5b30559,241827.86046092733
a2cbbfda38,404605.1440779789
f56a988f59,206381.15854096675
4268ddb08f,213665.68075966198
83b75f343c,333420.587912946
d03e0d76cb,648618.933310236
09e60e272f,804909.9006361897
73b95cc30a,233605.90809689503
d3df8a6504,449214.2936881935
c5581bd15f,605298.0367831183
d6d2c63770,1132499.7453584673
70969d0f20,447529.3515046966
417e7456ac,778040.6959101357
6d60acf55c,612310.2395926596
4974831849,488709.97598917724
6c412515c0,346388.255718845
f55429a924,398992.5299358491
93eee281aa,1204430.1147857504
c7d24b06e1,971151.0383932826
a890748b1a,628240.8248910342
8285c16112,1172738.4807175077
c5f2ddf415,208566.73273916813
44a23f8577,320365.49766758864
be91d3568c,756289.3211609889
7ba5d2cb07,300769.343449205
4577ecd5ac,494604.2943525116
d25e45c432,1255668.9571877948
1146ffc8b2,1086949.2613175185
0399c810c9,1057493.9423393381
58662d13e3,1206113.0153777045
78e72208a8,295283.9823243628
2ea54f266e,568067.1268293003
52db26fdb7,348886.05845845776
5d9c6744fe,1013107.8904973267
259b521da3,552881.3952974163
f343b005cc,291852.83736235934
5b94333831,574079.803723855
c3ad836e12,1152621.5278126567
cde306dbb9,232521.56154509552
661d415ec9,449847.93357638
f10ffeb1ee,460932.0571776789
6c621a0180,270391.0310902113
3bbf241022,686027.9055444902
ee4a63769e,691776.0413548567
9c36b65aa4,399665.05269952276
3be6143b58,1234500.6995417345
b00012981e,837078.8045016406
3f909cd810,287989.76693656185
d74cddfd00,918648.7490370974
a38487f13d,254105.53586328894
92b1735c63,511358.9486714489
4bf332ab8e,356093.8107967287
f08ebcd325,511074.3643044248
b058cbe32e,504601.4278833429
b20651d001,301224.31734117266
660e951e1c,580408.1037747612
57d6b9a2ee,223421.94981308465
de3c689e87,330816.8988654159
9009e8ab0c,522584.4719402909
93075a5ce2,707164.9723412426
1c6a8259fa,1099545.895295752
b8b3e91ae4,556402.242837507
b5b67c7415,539322.8743543469
d94cd7029c,1093837.9634251704
2d50c45a9a,620864.4984692046
81e7f70d61,733064.6398257568
b9fb3b2f94,232950.3295584117
8feb829afe,458506.4684023566
584955744e,892589.978601077
b258a3b62a,822297.814910882
f56dcf0614,1203453.0783984915
f775f56a81,253534.64198888448
79753ed02f,511731.2430020284
685940570a,507176.80396969145
df96af49b2,448460.32230410574
3beed50129,428184.7844654528
0ca6c79035,678313.527296952
2a1db1df43,566277.4244797901
b4648b735d,463840.12198453076
8858ee10b5,689057.6367676229
432ff6eba5,419328.28321950085
5c47182d95,233467.75811293066
57177e27af,359377.7966643912
e766a9a5f6,761477.0311570825
3436035675,334841.2168900467
2200a5991e,227108.35373533648
5357907917,612276.8099875944
a21fb7de02,422332.01356631366
3402c75638,1115110.7863407016
9cab575bff,295386.7659166772
858c73e9de,1213141.7114873456
87ee38e352,393732.45269315527
ca9052cb8b,229514.2186068736
4600b99453,756588.4311316635
f1ee2816d2,617128.6324912419
ab934ee057,1045514.7049975254
b4a735c555,1142433.0035061385
638dfca6b3,1255475.0906402413
0717918905,436911.065738602
d4cf6d7e85,1160124.4564734285
8ff3be1fd2,369308.1066679468
a9a3fa3dfd,821878.3598924608
7f6d7bb839,577983.9730206882
30dccf4fba,408466.84128612734
d969a07bfe,908218.2213715713
9bbeba4d78,1039990.2474830274
0f7e944e65,1255716.780846985
ccedff8b0b,1213854.8108142207
13c80eb5d1,458954.2758709596
58b22ebbae,756125.7676473239
61992924da,356456.9077031253
94b584ee70,926935.4902876153
cfab2a6a5c,440058.5887436167
fef10b3b34,699956.6829766218
82755d94bd,649583.6618036601
66b1ba456e,215943.0515402825
a4ef7feed1,1015104.4151767825
e1db255117,1256221.6332161452
f4e359a1e8,435729.7786928481
17af0cd732,1188575.2529605075
3f5157b17a,273296.3614931562
464ca4fc75,1255879.060449104
ae266dfad9,764175.269932489
98af16daed,259112.33566682623
c1c9337757,196257.63542372306
684effb57b,432447.2005457535
07fb738af7,663026.7581468804
7c32dd33da,519412.7985897452
375fc39ef7,255257.4192033542
6e4ed0e721,230465.57222067166
dc9bf3ca6e,573964.8133227889
a7260a8e02,903466.6460882627
48d4fd00bd,286203.1614375112
b16b6feb26,612310.2395926596
1b5e67eb5b,329802.5054526519
8e26885d35,492219.5419965453
ecdbc75255,1036829.0355593067
5034b76707,214143.71573218814
6b841ddebe,667651.9995181431
95a3a5e030,1200493.3462746742
d1fe32fae2,316405.8690807046
27d3f1e07e,695073.2620587439
feec6ce3fa,1208692.6611132547
481792ab1f,376273.5807566329
cd890fca34,361234.04283630336
ad664e9ac7,320061.14394469664
9b091aadee,649224.2523587795
d2257739e7,1170563.26058719
0df737e2e3,220046.91582994512
8a64abc5c2,1082382.6256081588
ba67441dd7,632549.7212649246
9781dc5838,446947.29471419804
e231885e30,241039.5845730076
2f4eb900f1,398568.11722248193
cf55b3a4e8,694516.1997674385
458c48012e,623284.8656201003
98b30fb15e,928274.2887044789
71e86f185d,377062.34654861985
96ffb2b63d,594731.78959345
9f32ab2c40,301667.758388636
c4b9064078,229543.49563927136
a8cb36e270,676152.0831279744
85cfcd0863,524965.0563215301
9b99569658,1256177.8951267686
4d1c0df39a,213764.11710174163
991e5e6b1d,688326.6368450534
f5f37c40ca,882775.5911823995
